id,nationality,gender,birth_date,occupation,start_date,start_date,start_date,salary_2016,location,legalentity,activitygroup,activitysubgroup
738854700,Saudi,Male,75,'Accounts technician General',2003,12,1,17718.75,101000,1002,7,1037
1024569326,Expat,Male,81,'Common labour',2013,5,25,600,501000,1001,5,1029
1018134517,Expat,Male,72,'Plasterer',2012,10,8,400,302000,1001,5,1029
1028255298,Expat,Male,88,'Common labour',2015,9,1,3850,202000,1003,1,1000
1030325298,Expat,Male,75,'Common labour',2015,12,12,400,202000,1001,6,1031
1027063071,Expat,Male,84,'Constructions carpenter',2014,2,27,1400,101000,1003,5,1029
1019765054,Saudi,Male,92,"'Manager, advertising and public relations'",2011,9,6,3000,101000,1001,6,1033
1021016701,Expat,Male,81,'Buildings electrician',2013,6,17,800,101000,1001,6,1031
1000434922,Expat,Male,78,'Common labour',2013,1,7,400,103000,1001,5,1029
1028933373,Expat,Male,85,'Common labour',2015,11,27,1000,601005,1003,5,1029
1029944766,Expat,Male,82,'Mechanical technician',2015,11,28,400,401000,1003,1,1000
1022247382,Expat,Male,64,'Common labour',2012,8,19,400,201000,1001,6,1032
1018213347,Expat,Male,51,"'Farmer , general'",2010,5,1,1000,101000,1001,5,1029
1025420122,Expat,Male,73,'Oxywelder',2013,8,1,2053,506000,1003,5,1029
1015627970,Expat,Male,81,'Common labour',2007,7,1,700,101000,1003,6,1031
1018120474,Expat,Male,80,'Construction engineer',2016,2,8,9333.34,504000,1003,5,1029
1023353942,Expat,Male,81,'Common labour',2013,6,16,400,401000,1001,5,1029
1018064668,Expat,Male,68,"'Worker, dry cleaning'",2011,6,1,449.17,101000,1003,5,1029
681888500,Expat,Male,62,"'Driver , all vehicles'",2002,6,6,2000,203000,1005,1,1000
480121400,Saudi,Male,59,'occupation9111985',2001,4,1,15600,101000,1002,8,1040
1015244095,Expat,Male,62,'Telecommunications technician',2007,2,17,3675,202000,1003,6,1031
1027704523,Expat,Male,76,'Common labour',2014,7,1,400,401000,1001,6,1031
701680700,Expat,Male,53,'Common labour',2001,4,1,800,501000,1001,3,1015
1028710769,Saudi,Female,72,'Accounting and financial affairs clerks',2015,2,22,3000,103000,1001,5,1029
1031247592,Expat,Male,76,'Common labour',2016,2,16,400,101000,1003,5,1029
1022822111,Saudi,Male,94,"'Reception clerk , general'",2016,5,1,4500,101000,1003,4,1026
1016691750,Saudi,Male,70,'Administrative clerk ( general)',2012,2,20,3500,202000,1001,6,1031
1018521427,Expat,Male,73,"'Worker, dry cleaning'",2011,6,1,449.17,101000,1003,5,1029
1016725342,Expat,Male,78,'Common labour',2014,2,18,1200,301000,1001,6,1032
1031323047,Expat,Male,77,'Common labour',2016,3,17,992,501000,1003,5,1029
1029108586,Expat,Male,92,'Common labour',2015,5,11,1167,202000,1003,6,1033
1018648922,Expat,Male,71,'Constructions carpenter',2010,10,1,1167,101000,1003,8,1043
1028408566,Expat,Male,90,'Reinforced building smith',2014,12,19,400,602000,1001,5,1029
1015449354,Saudi,Male,75,'Control machinery technician',2001,3,26,19007,202000,1001,8,1043
986419700,Saudi,Female,95,'Sales representative',2013,10,1,3000,101000,1001,6,1033
1031172340,Expat,Male,87,'Common labour',2016,3,6,529,101000,1002,8,1043
1032047619,Expat,Male,72,'Common labour',2016,7,31,3000,506000,1001,3,1024
1032035096,Expat,Male,78,'Common labour',2016,7,28,3000,101000,1003,4,1026
1029398408,Expat,Male,86,'Common labour',2015,7,2,1400,101000,1003,5,1029
1030470601,Expat,Male,62,'Sales representative',2015,12,1,2050,801000,1001,5,1029
1017512120,Expat,Male,84,'Brick mason',2012,8,25,1200,101000,1003,5,1029
1028089517,Saudi,Female,90,'Primary stage teacher',2014,8,31,5000,101000,1001,9,1046
1024868067,Expat,Male,78,'Dough kneader',2014,9,2,1486,101000,1001,6,1033
1025635508,Expat,Male,79,"'Electrical technician ,installation'",2013,9,11,500,505000,1001,5,1029
1026355239,Saudi,Female,83,'Personnel affairs clerk',2013,11,4,3000,201000,1001,6,1031
1024108821,Expat,Male,71,'Sales representative',2013,4,28,600,101000,1001,6,1031
1019653419,Expat,Male,71,'Sales representative',2011,7,1,2100,202000,1003,3,1013
1025857990,Expat,Male,88,'Truck driver',2013,10,4,1167,506000,1002,5,1029
1026415594,Expat,Male,82,'Thermal coefficients technician',2013,11,14,14375.33,504000,1003,3,1013
1026422930,Expat,Male,73,'Sales representative',2013,10,30,800,101000,1001,5,1029
1021684702,Expat,Male,89,'Reinforced building smith',2014,8,13,2000,101000,1003,3,1017
386095600,Expat,Male,48,'Common labour',2015,12,24,25000,301000,1003,9,1047
1021568608,Expat,Male,89,'Common labour',2014,9,4,2500,101000,1003,5,1029
1026055590,Expat,Male,72,'Common labour',2013,9,8,400,101000,1001,8,1043
1016259232,Saudi,Female,83,'Wages clerk',2013,11,20,3000,202000,1001,6,1031
1019505143,Expat,Male,65,"'Worker, loading and unloading'",2013,11,10,1000,301000,1001,6,1032
1021396858,Expat,Male,80,'Common labour',2014,2,10,968.34,101000,1003,5,1029
1021613250,Expat,Male,64,'Common labour',2012,6,21,450,101000,1001,5,1029
1025021969,Expat,Male,57,'Public driver',2014,2,4,1400,501000,1003,3,1005
1028321764,Expat,Male,84,'Common labour',2014,11,28,1200,101000,1002,8,1043
1019693907,Expat,Male,87,'Small transport car driver',2013,9,28,1200,501000,1001,6,1031
1019065006,Expat,Female,77,'Common labour',2011,3,1,1456,101000,1003,5,1029
1015229334,Saudi,Male,79,"'Director, public relations'",2016,4,1,3500,602000,1001,8,1043
1025476738,Expat,Male,83,'Decoration display technician',2015,3,28,500,101000,1003,5,1029
1017568170,Expat,Male,78,'Constructions carpenter',2009,8,1,1050,101000,1003,6,1031
1029463770,Expat,Male,69,'Common labour',2015,7,23,800,502000,1001,5,1029
1025714137,Saudi,Male,88,"'Reception clerk , general'",2015,8,6,3750,505000,1003,5,1029
1025644274,Expat,Male,88,"'Seller, ready made clothes'",2013,8,8,1800,101000,1003,8,1043
1017564755,Expat,Male,81,"'Worker, building cleaning'",2016,2,13,700,202000,1001,5,1029
1029329395,Expat,Male,89,'Common labour',2015,6,18,800,601000,1003,5,1029
1030089088,Expat,Male,78,'Concrete mixture controller',2015,12,14,2523,101000,1003,5,1029
1028543302,Expat,Male,87,'Common labour',2015,1,18,2917,501000,1003,3,1014
1014212476,Expat,Male,70,'Common labour',2004,8,23,500,104000,1001,5,1029
1017052441,Expat,Male,66,'Common labour',2009,3,1,500,202000,1001,5,1029
1024637657,Expat,Male,88,'Common labour',2014,4,1,400,101000,1001,5,1029
1020194478,Saudi,Female,89,'General systems analyst',2015,5,3,3750,504000,1003,6,1031
1029575849,Expat,Male,82,'General founder',2015,8,17,980,101000,1003,5,1029
1031057012,Expat,Male,78,'Common labour',2016,2,5,800,506000,1001,6,1033
1015301267,Expat,Male,79,'Vehicle painter',2007,3,20,400,503000,1001,3,1019
1026769562,Expat,Male,76,"'Worker, loading and unloading'",2013,12,4,1000,501000,1001,5,1029
1030037355,Expat,Male,59,'Common labour',2015,12,1,2500,202000,1003,8,1043
1021400528,Expat,Male,60,'Common labour',2012,5,31,450,111000,1001,5,1029
1024209170,Expat,Male,82,'Reinforced building smith',2015,3,13,1000,101000,1001,5,1029
1027342702,Expat,Male,60,"'Driver , all vehicles'",2016,1,6,800,1001000,1001,5,1029
1024482553,Expat,Male,81,"'Worker, packing'",2013,6,15,400,502000,1001,3,1024
1023507400,Expat,Male,53,'Plasterer',2013,8,1,400,501000,1001,3,1006
1031732320,Expat,Male,93,'Common labour',2016,5,20,613,501000,1003,5,1029
1029720627,Expat,Male,81,"'Worker, loading and unloading'",2015,9,15,700,101000,1003,4,1026
1028036528,Expat,Male,72,'Common labour',2014,9,18,1300,101000,1003,6,1032
1000374293,Expat,Male,73,'Tinsmith',2004,10,15,400,201000,1001,5,1029
1027818147,Expat,Male,82,'Common labour',2014,8,3,400,101000,1001,8,1043
1020952991,Expat,Male,70,'Common labour',2012,4,7,400,101000,1001,5,1029
1019712797,Saudi,Male,85,'Administration manager',2014,12,8,11667,101000,1002,8,1040
1029448523,Saudi,Male,94,'Follow-up man',2015,10,14,3000,1011000,1001,6,1031
1018270795,Expat,Male,85,"'Worker, building cleaning'",2014,12,10,700,501000,1001,6,1032
898891500,Saudi,Male,79,'Accounting and financial affairs clerks',2008,4,12,27635,504000,1002,2,1004
1024226946,Expat,Male,83,'Common labour',2013,5,11,500,101000,1001,6,1032
1031761731,Expat,Male,94,'Common labour',2016,5,25,900,202000,1003,5,1029
1015351271,Expat,Male,77,'Common labour',2007,4,1,817,101000,1003,6,1031
1024872886,Expat,Male,80,'Men?s barber',2013,6,30,500,202000,1001,6,1031
1029652797,Saudi,Female,93,'Kindergarten instructors',2015,11,3,3000,101000,1003,9,1046
1024962700,Expat,Male,70,'Common labour',2013,6,21,400,204000,1001,5,1029
200837900,Expat,Male,53,'Common labour',2016,1,1,7500,202000,1003,6,1032
1031224575,Expat,Male,92,'Common labour',2016,2,26,400,803012,1001,5,1029
1029464271,Expat,Male,95,'Common labour',2015,7,29,400,801000,1001,6,1032
1027814938,Expat,Male,71,"'Driver , all vehicles'",2015,2,22,700,101000,1003,5,1029
1029693871,Expat,Male,93,'Common labour',2015,9,5,1284,501000,1002,8,1043
1024476010,Expat,Male,64,'Plasterer',2013,6,8,400,601000,1001,5,1029
1019157023,Expat,Male,62,'Common labour',2014,5,4,400,801000,1001,3,1005
1027811133,Expat,Male,79,'Common labour',2014,7,30,400,107000,1003,5,1029
1031773601,Expat,Male,89,'Common labour',2016,5,27,400,202000,1001,5,1029
1031289086,Expat,Male,91,'Common labour',2016,2,22,400,403014,1001,5,1029
1030464414,Expat,Male,63,'Common labour',2015,12,12,1000,201000,1003,5,1029
798610900,Expat,Male,55,'Common labour',2001,9,26,500,201000,1001,5,1029
1025698396,Expat,Male,90,'Marble tiles fitter',2013,9,19,933.3,101000,1003,5,1029
1018700769,Saudi,Male,91,'Common labour',2015,4,26,3800,502000,1001,9,1049
1028659737,Expat,Male,76,'Truck driver',2015,2,12,1517,101000,1002,6,1031
1027854259,Expat,Male,85,'Common labour',2015,8,5,800,501000,1003,5,1029
1018294781,Expat,Male,84,"'Worker, loading and unloading'",2010,6,6,4249,506000,1003,6,1031
1024842250,Expat,Male,77,'Plasterer',2013,7,3,600,101000,1003,5,1029
1028541656,Expat,Male,87,'Mould technician',2015,1,15,4060,101000,1003,5,1029
811134600,Expat,Male,75,"'Cook, general'",2011,7,2,584,101000,1003,6,1031
1019788962,Expat,Male,64,'Common labour',2011,8,1,900,202000,1001,6,1032
1026122910,Expat,Male,78,'Constructions carpenter',2013,9,1,400,701000,1001,6,1030
1031168309,Expat,Male,68,'Director ? General',2016,3,6,20000,202000,1002,3,1019
1025714315,Saudi,Female,89,'In and Out correspondence/ registry clerk',2016,5,26,3000,101000,1001,5,1029
1025824790,Expat,Male,89,'Common labour',2014,9,15,3000,506000,1003,2,1004
1031962948,Saudi,Male,98,'Sales representative',2016,7,13,3000,201000,1001,8,1043
1022669667,Expat,Male,83,'Sea fisher',2012,11,15,500,501000,1001,6,1031
1016667607,Saudi,Male,81,"'Engineer, manufacturing'",2008,10,1,6426,202000,1003,5,1029
695347600,Expat,Male,67,'Common labour',2001,4,1,1900,501000,1005,5,1029
1031929939,Expat,Male,78,'Men?s barber',2016,6,30,600,505001,1001,9,1049
